,city,state,age,males,females,state_name,city_state
997,Fort Worth,TX,21.0,1,1,Texas,"Fort Worth, Texas"
998,Fort Worth,TX,22.0,5,0,Texas,"Fort Worth, Texas"
999,Fort Worth,TX,23.0,1,1,Texas,"Fort Worth, Texas"
1000,Fort Worth,TX,24.0,1,1,Texas,"Fort Worth, Texas"
1001,Fort Worth,TX,25.0,1,0,Texas,"Fort Worth, Texas"
1002,Fort Worth,TX,26.0,1,0,Texas,"Fort Worth, Texas"
1003,Fort Worth,TX,27.0,1,0,Texas,"Fort Worth, Texas"
1004,Fort Worth,TX,28.0,3,0,Texas,"Fort Worth, Texas"
1005,Fort Worth,TX,30.0,3,0,Texas,"Fort Worth, Texas"
1006,Fort Worth,TX,32.0,1,0,Texas,"Fort Worth, Texas"
1007,Fort Worth,TX,39.0,2,1,Texas,"Fort Worth, Texas"
1008,Fort Worth,TX,40.0,1,0,Texas,"Fort Worth, Texas"
1009,Fort Worth,TX,42.0,1,0,Texas,"Fort Worth, Texas"
1010,Fort Worth,TX,44.0,2,0,Texas,"Fort Worth, Texas"
1011,Fort Worth,TX,46.0,1,0,Texas,"Fort Worth, Texas"
1012,Fort Worth,TX,50.0,1,0,Texas,"Fort Worth, Texas"
1013,Fort Worth,TX,52.0,1,0,Texas,"Fort Worth, Texas"
1014,Fort Worth,TX,58.0,1,1,Texas,"Fort Worth, Texas"
1015,Fort Worth,TX,65.0,1,0,Texas,"Fort Worth, Texas"
1016,Fort Worth,TX,72.0,1,0,Texas,"Fort Worth, Texas"
1017,Franklin County,TX,37.0,1,0,Texas,"Franklin County, Texas"
1018,Galveston,TX,31.0,1,0,Texas,"Galveston, Texas"
1019,Garland,TX,3.0,1,0,Texas,"Garland, Texas"
1020,Garland,TX,19.0,1,0,Texas,"Garland, Texas"
1021,Garland,TX,20.0,1,0,Texas,"Garland, Texas"
1022,Garland,TX,32.0,1,0,Texas,"Garland, Texas"
1023,Garland,TX,54.0,1,0,Texas,"Garland, Texas"
1024,Glen Rose,TX,35.0,1,0,Texas,"Glen Rose, Texas"
1025,Glen Rose,TX,38.0,1,0,Texas,"Glen Rose, Texas"
1026,Godley,TX,25.0,1,0,Texas,"Godley, Texas"
1027,Granbury,TX,38.0,1,0,Texas,"Granbury, Texas"
1028,Granbury,TX,57.0,2,0,Texas,"Granbury, Texas"
1029,Grand Prairie,TX,22.0,1,0,Texas,"Grand Prairie, Texas"
1030,Grand Prairie,TX,24.0,1,1,Texas,"Grand Prairie, Texas"
1031,Grand Prairie,TX,39.0,1,0,Texas,"Grand Prairie, Texas"
1032,Grand Prairie,TX,41.0,1,0,Texas,"Grand Prairie, Texas"
1033,Grand Prairie,TX,43.0,1,0,Texas,"Grand Prairie, Texas"
1034,Grand Prairie,TX,58.0,1,0,Texas,"Grand Prairie, Texas"
1035,Grand Prairie,TX,62.0,1,0,Texas,"Grand Prairie, Texas"
1036,Grapevine,TX,42.0,1,0,Texas,"Grapevine, Texas"
1037,Grapevine,TX,43.0,1,0,Texas,"Grapevine, Texas"
1038,Greenville,TX,12.0,1,0,Texas,"Greenville, Texas"
1039,Greenville,TX,47.0,1,0,Texas,"Greenville, Texas"
1040,Haltom City,TX,31.0,1,0,Texas,"Haltom City, Texas"
1041,Hardin County,TX,63.0,1,0,Texas,"Hardin County, Texas"
1042,Harlingen,TX,87.0,1,0,Texas,"Harlingen, Texas"
1043,Harris County,TX,19.0,2,0,Texas,"Harris County, Texas"
1044,Harris County,TX,21.0,1,0,Texas,"Harris County, Texas"
1045,Harris County,TX,22.0,3,0,Texas,"Harris County, Texas"
1046,Harris County,TX,23.0,1,0,Texas,"Harris County, Texas"
1047,Harris County,TX,25.0,2,0,Texas,"Harris County, Texas"
1048,Harris County,TX,27.0,1,0,Texas,"Harris County, Texas"
1049,Harris County,TX,28.0,1,0,Texas,"Harris County, Texas"
1050,Harris County,TX,30.0,1,1,Texas,"Harris County, Texas"
1051,Harris County,TX,32.0,1,0,Texas,"Harris County, Texas"
1052,Harris County,TX,34.0,1,0,Texas,"Harris County, Texas"
1053,Harris County,TX,43.0,1,0,Texas,"Harris County, Texas"
1054,Harris County,TX,44.0,1,0,Texas,"Harris County, Texas"
1055,Harris County,TX,48.0,1,0,Texas,"Harris County, Texas"
1056,Harrison County,TX,51.0,1,0,Texas,"Harrison County, Texas"
1057,Hays County ,TX,22.0,1,0,Texas,"Hays County , Texas"
1058,Hearne,TX,28.0,1,0,Texas,"Hearne, Texas"
1059,Hebbronville,TX,27.0,1,0,Texas,"Hebbronville, Texas"
1060,Henderson,TX,53.0,1,0,Texas,"Henderson, Texas"
1061,Hereford,TX,55.0,1,0,Texas,"Hereford, Texas"
1062,Hidalgo County,TX,36.0,1,0,Texas,"Hidalgo County, Texas"
1063,Highland Village,TX,59.0,1,0,Texas,"Highland Village, Texas"
1064,Highlands,TX,23.0,1,0,Texas,"Highlands, Texas"
1065,Honey Grove,TX,51.0,1,0,Texas,"Honey Grove, Texas"
1066,Houston,TX,4.0,1,0,Texas,"Houston, Texas"
1067,Houston,TX,10.0,1,0,Texas,"Houston, Texas"
1068,Houston,TX,14.0,1,0,Texas,"Houston, Texas"
1069,Houston,TX,15.0,1,0,Texas,"Houston, Texas"
1070,Houston,TX,16.0,3,0,Texas,"Houston, Texas"
1071,Houston,TX,17.0,5,1,Texas,"Houston, Texas"
1072,Houston,TX,18.0,8,1,Texas,"Houston, Texas"
1073,Houston,TX,19.0,6,1,Texas,"Houston, Texas"
1074,Houston,TX,20.0,2,0,Texas,"Houston, Texas"
1075,Houston,TX,21.0,5,1,Texas,"Houston, Texas"
1076,Houston,TX,22.0,5,2,Texas,"Houston, Texas"
1077,Houston,TX,23.0,7,0,Texas,"Houston, Texas"
1078,Houston,TX,24.0,7,3,Texas,"Houston, Texas"
1079,Houston,TX,25.0,6,0,Texas,"Houston, Texas"
1080,Houston,TX,26.0,2,1,Texas,"Houston, Texas"
1081,Houston,TX,27.0,3,0,Texas,"Houston, Texas"
1082,Houston,TX,28.0,5,0,Texas,"Houston, Texas"
1083,Houston,TX,29.0,6,4,Texas,"Houston, Texas"
1084,Houston,TX,30.0,6,0,Texas,"Houston, Texas"
1085,Houston,TX,31.0,3,1,Texas,"Houston, Texas"
1086,Houston,TX,32.0,4,0,Texas,"Houston, Texas"
1087,Houston,TX,33.0,3,0,Texas,"Houston, Texas"
1088,Houston,TX,34.0,5,1,Texas,"Houston, Texas"
1089,Houston,TX,35.0,4,1,Texas,"Houston, Texas"
1090,Houston,TX,36.0,3,0,Texas,"Houston, Texas"
1091,Houston,TX,37.0,3,1,Texas,"Houston, Texas"
1092,Houston,TX,38.0,2,0,Texas,"Houston, Texas"
1093,Houston,TX,39.0,3,1,Texas,"Houston, Texas"
1094,Houston,TX,40.0,7,0,Texas,"Houston, Texas"
1095,Houston,TX,42.0,1,0,Texas,"Houston, Texas"
1096,Houston,TX,43.0,2,0,Texas,"Houston, Texas"
1097,Houston,TX,44.0,1,1,Texas,"Houston, Texas"
1098,Houston,TX,45.0,1,0,Texas,"Houston, Texas"
1099,Houston,TX,47.0,4,1,Texas,"Houston, Texas"
1100,Houston,TX,49.0,1,0,Texas,"Houston, Texas"
1101,Houston,TX,50.0,3,0,Texas,"Houston, Texas"
1102,Houston,TX,51.0,1,0,Texas,"Houston, Texas"
1103,Houston,TX,52.0,1,0,Texas,"Houston, Texas"
1104,Houston,TX,53.0,3,0,Texas,"Houston, Texas"
1105,Houston,TX,54.0,1,0,Texas,"Houston, Texas"
1106,Houston,TX,55.0,3,0,Texas,"Houston, Texas"
1107,Houston,TX,56.0,1,0,Texas,"Houston, Texas"
1108,Houston,TX,58.0,1,0,Texas,"Houston, Texas"
1109,Houston,TX,60.0,1,1,Texas,"Houston, Texas"
1110,Houston,TX,62.0,1,0,Texas,"Houston, Texas"
1111,Houston,TX,64.0,1,0,Texas,"Houston, Texas"
1112,Houston,TX,66.0,1,0,Texas,"Houston, Texas"
1113,Houston,TX,70.0,1,0,Texas,"Houston, Texas"
1114,Houston,TX,71.0,1,0,Texas,"Houston, Texas"
1115,Hubbard,TX,46.0,1,0,Texas,"Hubbard, Texas"
1116,Hudson Bend,TX,28.0,1,0,Texas,"Hudson Bend, Texas"
1117,Irving,TX,44.0,2,0,Texas,"Irving, Texas"
1118,Jasper,TX,29.0,1,0,Texas,"Jasper, Texas"
1119,Katy,TX,26.0,1,0,Texas,"Katy, Texas"
1120,Katy,TX,54.0,1,0,Texas,"Katy, Texas"
1121,Kaufman,TX,57.0,1,0,Texas,"Kaufman, Texas"
1122,Keller,TX,65.0,1,0,Texas,"Keller, Texas"
1123,Kerrville,TX,20.0,1,0,Texas,"Kerrville, Texas"
1124,Killeen,TX,15.0,2,0,Texas,"Killeen, Texas"
1125,Killeen,TX,20.0,1,0,Texas,"Killeen, Texas"
1126,Killeen,TX,24.0,2,0,Texas,"Killeen, Texas"
1127,Killeen,TX,25.0,1,0,Texas,"Killeen, Texas"
1128,Killeen,TX,32.0,1,0,Texas,"Killeen, Texas"
1129,Killeen,TX,33.0,1,0,Texas,"Killeen, Texas"
1130,Killeen,TX,65.0,1,0,Texas,"Killeen, Texas"
1131,Kountze,TX,50.0,1,0,Texas,"Kountze, Texas"
1132,Lancaster,TX,20.0,1,0,Texas,"Lancaster, Texas"
1133,Lancaster,TX,70.0,1,0,Texas,"Lancaster, Texas"
1134,Laredo,TX,27.0,1,0,Texas,"Laredo, Texas"
1135,Laredo,TX,30.0,1,0,Texas,"Laredo, Texas"
1136,Laredo,TX,32.0,1,0,Texas,"Laredo, Texas"
1137,Las Yescas,TX,18.0,1,0,Texas,"Las Yescas, Texas"
1138,League City,TX,37.0,1,0,Texas,"League City, Texas"
1139,Leander,TX,45.0,1,0,Texas,"Leander, Texas"
1140,Lewisville,TX,25.0,1,0,Texas,"Lewisville, Texas"
1141,Lewisville,TX,34.0,1,0,Texas,"Lewisville, Texas"
1142,Little Elm,TX,38.0,1,0,Texas,"Little Elm, Texas"
1143,Live Oak,TX,45.0,1,0,Texas,"Live Oak, Texas"
1144,Longview,TX,17.0,1,0,Texas,"Longview, Texas"
1145,Longview,TX,19.0,1,0,Texas,"Longview, Texas"
1146,Lopezville,TX,33.0,1,0,Texas,"Lopezville, Texas"
1147,Lubbock,TX,17.0,1,0,Texas,"Lubbock, Texas"
1148,Lubbock,TX,20.0,1,0,Texas,"Lubbock, Texas"
1149,Lubbock,TX,23.0,1,0,Texas,"Lubbock, Texas"
1150,Lubbock,TX,24.0,1,0,Texas,"Lubbock, Texas"
1151,Lubbock,TX,35.0,1,0,Texas,"Lubbock, Texas"
1152,Lubbock,TX,36.0,2,0,Texas,"Lubbock, Texas"
1153,Lubbock,TX,44.0,1,0,Texas,"Lubbock, Texas"
1154,Lubbock,TX,49.0,1,0,Texas,"Lubbock, Texas"
1155,Mansfield,TX,68.0,1,0,Texas,"Mansfield, Texas"
1156,Marshall,TX,28.0,1,0,Texas,"Marshall, Texas"
1157,Maypearl,TX,17.0,1,0,Texas,"Maypearl, Texas"
1158,Maypearl,TX,18.0,1,0,Texas,"Maypearl, Texas"
1159,McAllen,TX,55.0,1,0,Texas,"McAllen, Texas"
1160,McCamey,TX,38.0,1,0,Texas,"McCamey, Texas"
1161,McGregor,TX,60.0,1,0,Texas,"McGregor, Texas"
1162,McKinney,TX,38.0,1,0,Texas,"McKinney, Texas"
1163,Mercedes,TX,28.0,1,0,Texas,"Mercedes, Texas"
1164,Mercedes,TX,34.0,1,0,Texas,"Mercedes, Texas"
1165,Mesquite,TX,18.0,1,0,Texas,"Mesquite, Texas"
1166,Mesquite,TX,35.0,1,0,Texas,"Mesquite, Texas"
1167,Mesquite,TX,44.0,1,0,Texas,"Mesquite, Texas"
1168,Midland,TX,20.0,1,0,Texas,"Midland, Texas"
1169,Midland County,TX,52.0,1,0,Texas,"Midland County, Texas"
1170,Mission,TX,27.0,1,0,Texas,"Mission, Texas"
1171,Montgomery County,TX,40.0,1,0,Texas,"Montgomery County, Texas"
1172,Montgomery County,TX,58.0,1,0,Texas,"Montgomery County, Texas"
1173,Morgan's Point,TX,41.0,1,1,Texas,"Morgan's Point, Texas"
1174,Mount Enterprise,TX,32.0,1,0,Texas,"Mount Enterprise, Texas"
1175,Nacogdoches County,TX,41.0,1,0,Texas,"Nacogdoches County, Texas"
1176,Nacogdoches County,TX,46.0,1,0,Texas,"Nacogdoches County, Texas"
1177,Natalia,TX,32.0,1,0,Texas,"Natalia, Texas"
1178,New Braunfels,TX,16.0,1,0,Texas,"New Braunfels, Texas"
1179,North Austin,TX,26.0,1,0,Texas,"North Austin, Texas"
1180,North Richland Hills,TX,24.0,1,0,Texas,"North Richland Hills, Texas"
1181,Oak Cliff,TX,17.0,1,0,Texas,"Oak Cliff, Texas"
1182,Oak Cliff,TX,19.0,1,0,Texas,"Oak Cliff, Texas"
1183,Oak Cliff,TX,24.0,2,0,Texas,"Oak Cliff, Texas"
1184,Oak Cliff,TX,30.0,1,0,Texas,"Oak Cliff, Texas"
1185,Oak Cliff,TX,33.0,1,0,Texas,"Oak Cliff, Texas"
1186,Oak Point,TX,53.0,1,0,Texas,"Oak Point, Texas"
1187,Odessa,TX,29.0,1,0,Texas,"Odessa, Texas"
1188,Odessa,TX,37.0,1,0,Texas,"Odessa, Texas"
1189,Palmview,TX,22.0,1,0,Texas,"Palmview, Texas"
1190,Palmview,TX,26.0,1,0,Texas,"Palmview, Texas"
1191,Palmview,TX,65.0,1,0,Texas,"Palmview, Texas"
1192,Palmview,TX,75.0,1,0,Texas,"Palmview, Texas"
1193,Pampa,TX,28.0,1,0,Texas,"Pampa, Texas"
1194,Paris,TX,12.0,1,0,Texas,"Paris, Texas"
1195,Paris,TX,18.0,1,0,Texas,"Paris, Texas"
1196,Paris,TX,21.0,1,0,Texas,"Paris, Texas"
1197,Paris,TX,24.0,1,0,Texas,"Paris, Texas"
1198,Paris,TX,32.0,1,0,Texas,"Paris, Texas"
1199,Paris,TX,59.0,1,0,Texas,"Paris, Texas"
1200,Parker County,TX,38.0,1,0,Texas,"Parker County, Texas"
1201,Pearland,TX,26.0,1,0,Texas,"Pearland, Texas"
1202,Pearland,TX,69.0,1,0,Texas,"Pearland, Texas"
1203,Pearsall,TX,51.0,1,0,Texas,"Pearsall, Texas"
1204,Plano,TX,4.0,1,0,Texas,"Plano, Texas"
1205,Plano,TX,53.0,1,0,Texas,"Plano, Texas"
1206,Pleasant Grove,TX,19.0,1,0,Texas,"Pleasant Grove, Texas"
1207,Pleasant Grove,TX,27.0,1,0,Texas,"Pleasant Grove, Texas"
1208,Port Arthur,TX,29.0,1,0,Texas,"Port Arthur, Texas"
1209,Port Arthur,TX,32.0,1,0,Texas,"Port Arthur, Texas"
1210,Port Arthur,TX,34.0,1,0,Texas,"Port Arthur, Texas"
1211,Port Arthur,TX,76.0,1,1,Texas,"Port Arthur, Texas"
1212,Porter Heights,TX,54.0,1,0,Texas,"Porter Heights, Texas"
1213,Quitman,TX,85.0,1,1,Texas,"Quitman, Texas"
1214,Rice,TX,4.0,1,0,Texas,"Rice, Texas"
1215,Rice,TX,8.0,1,0,Texas,"Rice, Texas"
1216,Rice,TX,10.0,1,0,Texas,"Rice, Texas"
1217,Rice,TX,33.0,1,1,Texas,"Rice, Texas"
1218,Richardson,TX,20.0,1,0,Texas,"Richardson, Texas"
1219,Richmond,TX,20.0,1,0,Texas,"Richmond, Texas"
1220,Richmond,TX,26.0,1,0,Texas,"Richmond, Texas"
1221,Robinson,TX,48.0,1,1,Texas,"Robinson, Texas"
1222,Rockwall,TX,26.0,1,0,Texas,"Rockwall, Texas"
1223,Rusk,TX,2.0,1,0,Texas,"Rusk, Texas"
1224,San Angelo,TX,22.0,1,1,Texas,"San Angelo, Texas"
1225,San Antonio,TX,13.0,1,0,Texas,"San Antonio, Texas"
1226,San Antonio,TX,14.0,1,0,Texas,"San Antonio, Texas"
1227,San Antonio,TX,16.0,1,0,Texas,"San Antonio, Texas"
1228,San Antonio,TX,17.0,1,0,Texas,"San Antonio, Texas"
1229,San Antonio,TX,18.0,1,0,Texas,"San Antonio, Texas"
1230,San Antonio,TX,19.0,2,1,Texas,"San Antonio, Texas"
1231,San Antonio,TX,20.0,2,0,Texas,"San Antonio, Texas"
1232,San Antonio,TX,21.0,3,0,Texas,"San Antonio, Texas"
1233,San Antonio,TX,22.0,3,1,Texas,"San Antonio, Texas"
1234,San Antonio,TX,23.0,1,0,Texas,"San Antonio, Texas"
1235,San Antonio,TX,24.0,1,0,Texas,"San Antonio, Texas"
1236,San Antonio,TX,26.0,1,0,Texas,"San Antonio, Texas"
1237,San Antonio,TX,27.0,2,0,Texas,"San Antonio, Texas"
1238,San Antonio,TX,28.0,3,0,Texas,"San Antonio, Texas"
1239,San Antonio,TX,29.0,1,0,Texas,"San Antonio, Texas"
1240,San Antonio,TX,31.0,3,0,Texas,"San Antonio, Texas"
1241,San Antonio,TX,32.0,2,0,Texas,"San Antonio, Texas"
1242,San Antonio,TX,33.0,2,0,Texas,"San Antonio, Texas"
1243,San Antonio,TX,34.0,2,0,Texas,"San Antonio, Texas"
1244,San Antonio,TX,35.0,5,0,Texas,"San Antonio, Texas"
1245,San Antonio,TX,36.0,1,0,Texas,"San Antonio, Texas"
1246,San Antonio,TX,37.0,2,0,Texas,"San Antonio, Texas"
1247,San Antonio,TX,39.0,1,0,Texas,"San Antonio, Texas"
1248,San Antonio,TX,40.0,1,0,Texas,"San Antonio, Texas"
1249,San Antonio,TX,41.0,2,0,Texas,"San Antonio, Texas"
1250,San Antonio,TX,43.0,1,0,Texas,"San Antonio, Texas"
1251,San Antonio,TX,45.0,1,0,Texas,"San Antonio, Texas"
1252,San Antonio,TX,46.0,1,0,Texas,"San Antonio, Texas"
1253,San Antonio,TX,53.0,1,0,Texas,"San Antonio, Texas"
1254,San Antonio,TX,59.0,1,0,Texas,"San Antonio, Texas"
1255,San Antonio,TX,61.0,1,0,Texas,"San Antonio, Texas"
1256,San Antonio,TX,76.0,1,0,Texas,"San Antonio, Texas"
1257,San Marcos,TX,27.0,1,0,Texas,"San Marcos, Texas"
1258,Sand Springs,TX,50.0,1,0,Texas,"Sand Springs, Texas"
1259,Sands Springs,TX,50.0,1,0,Texas,"Sands Springs, Texas"
1260,Seminole,TX,48.0,1,0,Texas,"Seminole, Texas"
1261,Snook,TX,31.0,1,0,Texas,"Snook, Texas"
1262,Snyder,TX,25.0,1,0,Texas,"Snyder, Texas"
1263,Southlake,TX,43.0,1,0,Texas,"Southlake, Texas"
1264,Spring,TX,27.0,1,0,Texas,"Spring, Texas"
1265,Spring,TX,40.0,1,0,Texas,"Spring, Texas"
1266,Spring,TX,80.0,1,0,Texas,"Spring, Texas"
1267,Stafford,TX,18.0,1,0,Texas,"Stafford, Texas"
1268,Stafford,TX,34.0,1,0,Texas,"Stafford, Texas"
1269,Stafford,TX,59.0,1,0,Texas,"Stafford, Texas"
1270,Stone Oak,TX,32.0,1,0,Texas,"Stone Oak, Texas"
1271,Tarrant County,TX,28.0,1,0,Texas,"Tarrant County, Texas"
1272,Taylor Lake Village,TX,36.0,1,0,Texas,"Taylor Lake Village, Texas"
1273,Temple,TX,50.0,1,0,Texas,"Temple, Texas"
1274,Temple,TX,56.0,1,0,Texas,"Temple, Texas"
1275,Terrell,TX,22.0,1,0,Texas,"Terrell, Texas"
1276,Terrell,TX,25.0,1,0,Texas,"Terrell, Texas"
1277,Terrell,TX,33.0,1,0,Texas,"Terrell, Texas"
1278,Texarkana,TX,31.0,1,0,Texas,"Texarkana, Texas"
1279,Texarkana,TX,35.0,1,0,Texas,"Texarkana, Texas"
1280,Texas City,TX,21.0,1,0,Texas,"Texas City, Texas"
1281,Texas City,TX,26.0,1,0,Texas,"Texas City, Texas"
1282,The Woodlands,TX,44.0,1,0,Texas,"The Woodlands, Texas"
1283,Three Rivers,TX,25.0,1,0,Texas,"Three Rivers, Texas"
1284,Tidwell,TX,21.0,1,0,Texas,"Tidwell, Texas"
1285,Tidwell,TX,49.0,1,0,Texas,"Tidwell, Texas"
1286,Tyler,TX,21.0,1,0,Texas,"Tyler, Texas"
1287,Tyler,TX,22.0,1,0,Texas,"Tyler, Texas"
1288,Tyler,TX,23.0,1,0,Texas,"Tyler, Texas"
1289,Tyler,TX,62.0,1,0,Texas,"Tyler, Texas"
1290,Universal City,TX,25.0,1,0,Texas,"Universal City, Texas"
1291,Vidor,TX,5.0,1,0,Texas,"Vidor, Texas"
1292,Waco,TX,17.0,1,0,Texas,"Waco, Texas"
1293,Waco,TX,30.0,1,0,Texas,"Waco, Texas"
1294,Waco,TX,44.0,1,0,Texas,"Waco, Texas"
1295,Waco,TX,60.0,1,0,Texas,"Waco, Texas"
1296,Waco,TX,67.0,1,0,Texas,"Waco, Texas"
1297,Wall,TX,31.0,1,0,Texas,"Wall, Texas"
1298,Wall,TX,36.0,1,0,Texas,"Wall, Texas"
1299,Waxahachie,TX,27.0,1,0,Texas,"Waxahachie, Texas"
1300,Waxahachie,TX,44.0,1,0,Texas,"Waxahachie, Texas"
1301,Waxahachie ,TX,22.0,1,0,Texas,"Waxahachie , Texas"
1302,Weatherford,TX,44.0,1,0,Texas,"Weatherford, Texas"
1303,Weatherford,TX,52.0,1,0,Texas,"Weatherford, Texas"
1304,Weatherford,TX,90.0,1,0,Texas,"Weatherford, Texas"
1305,Webster,TX,29.0,1,0,Texas,"Webster, Texas"
1306,Weslaco,TX,32.0,1,0,Texas,"Weslaco, Texas"
1307,Weslaco,TX,62.0,1,0,Texas,"Weslaco, Texas"
1308,Wharton,TX,56.0,1,0,Texas,"Wharton, Texas"
1309,Wichita Falls,TX,9.0,1,0,Texas,"Wichita Falls, Texas"
1310,Wichita Falls,TX,22.0,1,0,Texas,"Wichita Falls, Texas"
1311,Wichita Falls,TX,24.0,1,0,Texas,"Wichita Falls, Texas"
1312,Wichita Falls,TX,30.0,1,0,Texas,"Wichita Falls, Texas"
1313,Wichita Falls,TX,62.0,1,0,Texas,"Wichita Falls, Texas"
1314,Wolfforth,TX,50.0,1,0,Texas,"Wolfforth, Texas"
1315,Wolfforth,TX,59.0,1,0,Texas,"Wolfforth, Texas"
1316,Alice,TX,27.0,0,1,Texas,"Alice, Texas"
1317,Arlington,TX,38.0,0,1,Texas,"Arlington, Texas"
1318,Arlington,TX,59.0,0,1,Texas,"Arlington, Texas"
1319,Arlington,TX,67.0,0,1,Texas,"Arlington, Texas"
1320,Austin,TX,22.0,0,1,Texas,"Austin, Texas"
1321,Austin,TX,27.0,0,1,Texas,"Austin, Texas"
1322,Beaumont,TX,27.0,0,1,Texas,"Beaumont, Texas"
1323,Bexar County,TX,50.0,0,1,Texas,"Bexar County, Texas"
1324,Big Spring,TX,17.0,0,1,Texas,"Big Spring, Texas"
1325,Brownfield,TX,63.0,0,1,Texas,"Brownfield, Texas"
1326,Brownwood,TX,4.0,0,1,Texas,"Brownwood, Texas"
1327,Canton,TX,34.0,0,1,Texas,"Canton, Texas"
1328,Cedar Hill,TX,33.0,0,1,Texas,"Cedar Hill, Texas"
1329,Concho County,TX,41.0,0,1,Texas,"Concho County, Texas"
1330,Corpus Christi,TX,49.0,0,1,Texas,"Corpus Christi, Texas"
1331,Corsicana,TX,25.0,0,1,Texas,"Corsicana, Texas"
1332,Cypress,TX,16.0,0,1,Texas,"Cypress, Texas"
1333,Cypress,TX,47.0,0,1,Texas,"Cypress, Texas"
1334,Dallas,TX,43.0,0,1,Texas,"Dallas, Texas"
1335,Dallas,TX,61.0,0,1,Texas,"Dallas, Texas"
1336,Dallas,TX,73.0,0,1,Texas,"Dallas, Texas"
1337,DeSoto,TX,28.0,0,1,Texas,"DeSoto, Texas"
1338,DeSoto,TX,37.0,0,1,Texas,"DeSoto, Texas"
1339,DeSoto,TX,47.0,0,1,Texas,"DeSoto, Texas"
1340,Denton,TX,21.0,0,1,Texas,"Denton, Texas"
1341,Denton,TX,23.0,0,1,Texas,"Denton, Texas"
1342,Denton,TX,55.0,0,1,Texas,"Denton, Texas"
1343,Duncanville,TX,74.0,0,1,Texas,"Duncanville, Texas"
1344,El Paso,TX,45.0,0,1,Texas,"El Paso, Texas"
1345,Elmendorf,TX,21.0,0,1,Texas,"Elmendorf, Texas"
1346,Fairfield,TX,19.0,0,1,Texas,"Fairfield, Texas"
1347,Forney,TX,65.0,0,1,Texas,"Forney, Texas"
1348,Fort Worth,TX,29.0,0,1,Texas,"Fort Worth, Texas"
1349,Garland,TX,53.0,0,1,Texas,"Garland, Texas"
1350,Gilmer,TX,29.0,0,1,Texas,"Gilmer, Texas"
1351,Grand Prairie,TX,37.0,0,1,Texas,"Grand Prairie, Texas"
1352,Grand Prairie,TX,61.0,0,1,Texas,"Grand Prairie, Texas"
1353,Grape Creek,TX,30.0,0,1,Texas,"Grape Creek, Texas"
1354,Grapevine,TX,44.0,0,1,Texas,"Grapevine, Texas"
1355,Harris County,TX,18.0,0,1,Texas,"Harris County, Texas"
1356,Harris County,TX,53.0,0,1,Texas,"Harris County, Texas"
1357,Honey Grove,TX,47.0,0,1,Texas,"Honey Grove, Texas"
1358,Houston,TX,13.0,0,1,Texas,"Houston, Texas"
1359,Houston,TX,41.0,0,1,Texas,"Houston, Texas"
1360,Houston,TX,48.0,0,1,Texas,"Houston, Texas"
1361,Houston,TX,63.0,0,1,Texas,"Houston, Texas"
1362,Houston,TX,67.0,0,1,Texas,"Houston, Texas"
1363,Irving,TX,27.0,0,1,Texas,"Irving, Texas"
1364,Irving,TX,48.0,0,1,Texas,"Irving, Texas"
1365,Joshua,TX,13.0,0,1,Texas,"Joshua, Texas"
1366,Katy,TX,0.0,0,1,Texas,"Katy, Texas"
1367,Katy,TX,30.0,0,1,Texas,"Katy, Texas"
1368,Keller,TX,66.0,0,1,Texas,"Keller, Texas"
1369,Kilgore,TX,17.0,0,1,Texas,"Kilgore, Texas"
1370,Killeen,TX,23.0,0,1,Texas,"Killeen, Texas"
1371,Killeen,TX,43.0,0,1,Texas,"Killeen, Texas"
1372,Killeen,TX,48.0,0,1,Texas,"Killeen, Texas"
1373,Leander,TX,40.0,0,1,Texas,"Leander, Texas"
1374,Little Elm,TX,33.0,0,1,Texas,"Little Elm, Texas"
1375,Live Oak,TX,40.0,0,1,Texas,"Live Oak, Texas"
1376,Longview,TX,38.0,0,1,Texas,"Longview, Texas"
1377,Lubbock,TX,19.0,0,1,Texas,"Lubbock, Texas"
1378,Mansfield,TX,41.0,0,1,Texas,"Mansfield, Texas"
1379,Mesquite,TX,21.0,0,1,Texas,"Mesquite, Texas"
1380,Mesquite,TX,42.0,0,1,Texas,"Mesquite, Texas"
1381,Mesquite,TX,43.0,0,1,Texas,"Mesquite, Texas"
1382,Midland,TX,21.0,0,1,Texas,"Midland, Texas"
1383,Montgomery County,TX,56.0,0,1,Texas,"Montgomery County, Texas"
1384,Nederland,TX,55.0,0,1,Texas,"Nederland, Texas"
1385,Odessa,TX,50.0,0,1,Texas,"Odessa, Texas"
1386,Palmview,TX,23.0,0,1,Texas,"Palmview, Texas"
1387,Panther Creek,TX,58.0,0,1,Texas,"Panther Creek, Texas"
1388,Pearland,TX,37.0,0,1,Texas,"Pearland, Texas"
1389,Pearland,TX,44.0,0,1,Texas,"Pearland, Texas"
1390,Pearsall,TX,31.0,0,1,Texas,"Pearsall, Texas"
1391,Plano,TX,28.0,0,1,Texas,"Plano, Texas"
1392,Port Arthur,TX,31.0,0,1,Texas,"Port Arthur, Texas"
1393,Porter Heights,TX,58.0,0,1,Texas,"Porter Heights, Texas"
1394,Richardson,TX,32.0,0,1,Texas,"Richardson, Texas"
1395,Rockwall,TX,14.0,0,1,Texas,"Rockwall, Texas"
